dealno,north,south,par,ns,nh,nd,nc,np,ss,sh,sd,sc,sp,bid1,bid2,bid3,bid4,bid5,bid6,result,imp
220900, n AK97.KT3.K53.KT8 ,s QJT63.5.AJ94.J97 ,420,4,3,3,3,16,5,1,4,3,9,1♠,4♠,Pass,no,no,no,420,0
220901, n A2.A85.K9852.KJ7 ,s Q83.K64.QJT64.A2 ,400,2,3,5,3,15,3,3,5,2,12,3N,Pass,no,no,no,no,400,0
220902, n QT2.QJ7642.AQ.AK ,s A94.T8.KT6.J9743 ,430,3,6,2,2,18,3,2,3,5,8,3N,Pass,no,no,no,no,430,0
220903, n A.AKQ86.T93.9842 ,s T743.95.KQJ8.AKQ ,420,1,5,3,4,13,4,2,4,3,15,1♥,4♥,Pass,no,no,no,420,0
220904, n AKT9632..K98.K43 ,s J87.T73.A2.AT987 ,800,7,0,3,3,13,3,3,2,5,9,3♠,6♠,Pass,no,no,no,980,5
220905, n AKQJ653.2.AK8.QT ,s 4.AKJ76.Q76.K983 ,990,7,1,3,2,19,1,5,3,4,13,3N,6N,Pass,no,no,no,990,0
220906, n 54.QJ9.AQ52.AQJ4 ,s T73.A6.KJ3.K6532 ,100,2,3,4,4,16,3,2,3,5,11,2♣,5♣,Pass,no,no,no,400,7
220907, n AT2.JT952.AT3.AK ,s 864.A6.J984.Q873 ,120,3,5,3,2,16,3,2,4,4,7,1♥,Pass,no,no,no,no,110,0
220908, n QJ5.J7.AT72.AJ32 ,s A962.AK84.Q9.QT6 ,460,3,2,4,4,13,4,4,2,3,15,3N,Pass,no,no,no,no,460,0
220909, n Q9543.K532.K2.KJ ,s AJ76.AQ.JT3.T942 ,450,5,4,2,2,12,4,2,3,4,12,3N,4♠,Pass,no,no,no,450,0
220910, n 6.95.KJ832.AK942 ,s KT52.A6.Q4.QJ863 ,-100,1,2,5,5,11,4,2,2,5,12,1♣,Pass,no,no,no,no,130,6
220911, n AJT63.Q.J8.KJ987 ,s 4.AT93.K7.AQ5432 ,800,5,1,2,5,12,1,4,2,6,13,3N,6♣,Pass,no,no,no,920,3
220912, n AKJ7543.32.8.QJ3 ,s T82..AKJT97.A762 ,980,7,2,1,3,11,3,0,6,4,12,3N,6♠,Pass,no,no,no,980,0
220913, n Q73.KQ873.6.AKT5 ,s 64.A95.KQJ954.J6 ,420,3,5,1,4,14,2,3,6,2,11,3N,4♥,Pass,no,no,no,420,0
220914, n .AT.AK72.J986543 ,s AKQT52.K.J8.AQT2 ,1520,0,2,4,7,12,6,1,2,4,19,3N,7♣,7N,Pass,no,no,1520,0
220915, n K854.AK42.AK74.3 ,s 73.Q8763.T86.KJ7 ,100,4,4,4,1,17,2,5,3,3,6,1♥,Pass,no,no,no,no,140,1
220916, n KQT76.T4.KJ8.K96 ,s AJ9542.QJ.62.QJ7 ,-100,5,2,3,3,12,6,2,2,3,11,1♠,Pass,no,no,no,no,140,6
220917, n KQJ65.Q76.QJ94.7 ,s 43.A854.AK62.KJ4 ,130,5,3,4,1,11,2,4,4,3,15,1♠,Pass,no,no,no,no,140,0
220918, n A5.AKT7643.K7.T2 ,s Q8..JT8643.AQJ75 ,130,2,7,2,2,14,2,0,6,5,10,1♣,Pass,no,no,no,no,130,0
220919, n AJT42.KT752.AJ.7 ,s Q75.Q3.KQ96.AQT8 ,460,5,5,2,1,13,3,2,4,4,15,3N,Pass,no,no,no,no,460,0
220920, n QT.AJT52.764.A32 ,s AJ764.97.A.KQ864 ,450,2,5,3,3,11,5,2,1,5,14,1♠,4♠,Pass,no,no,no,450,0
220921, n Q985.Q9.A96.AT52 ,s KT.J863.KQ5.KQ64 ,400,4,2,3,4,12,2,4,3,4,14,3N,Pass,no,no,no,no,400,0
220922, n KJ63.J.A642.QJ72 ,s 98.AKT82.KJ85.63 ,120,4,1,4,4,12,2,5,4,2,11,1♥,Pass,no,no,no,no,110,0
220923, n K874.A53.6.KJ642 ,s A62.J87.KQJT.AT5 ,430,4,3,1,5,11,3,3,4,3,15,3N,Pass,no,no,no,no,400,-1
220924, n KQJ.3.K9852.KQ74 ,s A65.KT75.AQJ7.T8 ,430,3,1,5,4,14,3,4,4,2,14,3N,Pass,no,no,no,no,430,0
220925, n 832.AJ6.KQ5.J643 ,s KT6.4.AJ962.AKT9 ,300,3,3,3,4,11,3,1,5,4,15,3N,Pass,no,no,no,no,430,4
220926, n A8.KT92.T765.AT9 ,s J3.AQ63.A982.QJ7 ,100,2,4,4,3,11,2,4,4,3,14,1♥,Pass,no,no,no,no,140,1
220927, n KJ943.KT.43.AJ72 ,s A76.97.AK86.K984 ,450,5,2,2,4,12,3,2,4,4,14,3N,4♠,Pass,no,no,no,450,0
220928, n K98.AK3.873.KQJ4 ,s T7642.Q975.Q2.A8 ,140,3,3,3,4,16,5,4,2,2,8,1♥,Pass,no,no,no,no,140,0
220929, n AQT9.A7.Q975.J42 ,s K86.QJ42.2.K9875 ,110,4,2,4,3,13,3,4,1,5,9,1♣,Pass,no,no,no,no,110,0
220930, n K865.QJ2.KJ875.Q ,s A74.A873.A.KT765 ,400,4,3,5,1,12,3,4,1,5,15,3N,Pass,no,no,no,no,400,0
220931, n 854.T.AQ92.AQ875 ,s QJT3.KJ2.T4.KJ64 ,400,3,1,4,5,12,4,3,2,4,11,3N,Pass,no,no,no,no,400,0
220932, n AQ6.K3.KJ9652.92 ,s 72.AT985.A74.864 ,100,3,2,6,2,13,2,5,3,3,8,1♦,Pass,no,no,no,no,130,1
220933, n AJ4.T93.KQ6.KT76 ,s KQ63.J85.J32.A53 ,110,3,3,3,4,13,4,3,3,3,11,1♠,Pass,no,no,no,no,110,0
220934, n AJ842.K3.4.KJ653 ,s 7.AQ654.KQJ72.74 ,110,5,2,1,5,12,1,5,5,2,12,1♥,Pass,no,no,no,no,110,0
220935, n Q654.AK954.AT8.5 ,s AJ872.2.942.AJ97 ,980,4,5,3,1,13,5,1,3,4,10,3N,6♠,Pass,no,no,no,980,0
220936, n AKJT.K5.J9853.AK ,s 8652.QJ7.KQ64.43 ,450,4,2,5,2,19,4,3,4,2,8,3N,Pass,no,no,no,no,430,-1
220937, n A94.K4.AKJT54.A9 ,s JT53.QT98765.Q.4 ,450,3,2,6,2,19,4,7,1,1,5,1♥,4♥,Pass,no,no,no,450,0
220938, n J9.QT3.AQJ52.J62 ,s A8432.KJ987.8.AQ ,140,2,3,5,3,11,5,5,1,2,14,1♥,Pass,no,no,no,no,140,0
220939, n QT932.KQJ6.Q.Q96 ,s 6.A972.AJ93.A843 ,450,5,4,1,3,12,1,4,4,4,13,3N,4♥,Pass,no,no,no,450,0
220940, n KJ952.AQJ.KJT.94 ,s Q643.76.A96.JT65 ,140,5,3,3,2,15,4,2,3,4,7,1♠,Pass,no,no,no,no,140,0
220941, n Q94.T95..AKQT843 ,s A7.QJ632.QJ3.J62 ,-100,3,3,0,7,11,2,5,3,3,11,1♥,Pass,no,no,no,no,140,6
220942, n 76.AKJT2.KT7.K52 ,s KT83.987653.A3.J ,100,2,5,3,3,14,4,6,2,1,8,1♥,4♥,Pass,no,no,no,420,8
220943, n Q.AKQ9.A543.KQJ6 ,s 6.J52.KQJ986.543 ,400,1,4,4,4,21,1,3,6,3,7,1♥,4♥,Pass,no,no,no,420,1
220944, n QJT.AK98.KT74.K7 ,s AK72.74.J652.J93 ,140,3,4,4,2,16,4,2,4,3,9,1♠,Pass,no,no,no,no,140,0
220945, n 94.A74.AKQ74.873 ,s KJ62.KQJ3.JT92.Q ,100,2,3,5,3,13,4,4,4,1,13,1♦,Pass,no,no,no,no,130,1
220946, n K92.KJ2.J862.A54 ,s A85.AQ765.95.T92 ,100,3,3,4,3,12,3,5,2,3,10,1N,Pass,no,no,no,no,120,1
220947, n KJ3.K54.K96.AKJ8 ,s AT9.AJ9876.743.3 ,990,3,3,3,4,18,3,6,3,1,9,3N,6N,Pass,no,no,no,990,0
220948, n Q5.AT4.KT96.QT86 ,s AK43.QJ7.J83.J74 ,400,2,3,4,4,11,4,3,3,3,12,3N,Pass,no,no,no,no,400,0
220949, n A654.K53.Q9.AQJ5 ,s KJ82.QJ4.T873.92 ,110,4,3,2,4,16,4,3,4,2,7,1♠,Pass,no,no,no,no,110,0
220950, n Q765.73.AQ6.AQ85 ,s K.KJ64.J932.J962 ,100,4,2,3,4,14,1,4,4,4,9,1♦,Pass,no,no,no,no,90,0
220951, n AQ54.J93.Q76.AQ4 ,s 962.AKQ7.J5.T832 ,120,4,3,3,3,15,3,4,2,4,10,1♥,Pass,no,no,no,no,110,0
220952, n 9743.8.A92.AQJ65 ,s AQJ.A9432.Q83.42 ,140,4,1,3,5,11,3,5,3,2,13,1♠,Pass,no,no,no,no,140,0
220953, n AT9.AJ.AK8.K9543 ,s J632.K872.T953.6 ,140,3,2,3,5,19,4,4,4,1,4,1♠,Pass,no,no,no,no,140,0
220954, n 86.A72.AKT8.7632 ,s QJT53.QJ.Q95.AQ5 ,420,2,3,4,4,11,5,2,3,3,14,1♦,1♥,1♠,Pass,no,no,140,-7
220955, n A4.T752.AQJT6.98 ,s 985.AQJ8.9432.A7 ,980,2,4,5,2,11,3,4,4,2,11,3N,6♥,Pass,no,no,no,980,0
220956, n 6542.KJ.AKQT42.8 ,s AKT9.62.J5.QJT96 ,450,4,2,6,1,13,4,2,2,5,11,3N,4♠,Pass,no,no,no,450,0
220957, n AK.QJ76.QJ.AT952 ,s 985.T9853.AK6.86 ,400,2,4,2,5,17,3,5,3,2,7,3N,Pass,no,no,no,no,400,0
220958, n QT9.QJ98.AQ9.AK6 ,s A3.AT632.KT6.Q72 ,990,3,4,3,3,18,2,5,3,3,13,3N,6N,Pass,no,no,no,990,0
220959, n KJ93.876.76.AKQ9 ,s AQT5.AK93.J8.642 ,420,4,3,2,4,13,4,4,2,3,14,1♠,4♠,Pass,no,no,no,420,0
220960, n JT87.3.AK98.KT62 ,s A54.KQT65.J76.Q5 ,400,4,1,4,4,11,3,5,3,2,12,3N,Pass,no,no,no,no,400,0
220961, n K3.J86.AQ6.AJ962 ,s AJ72.Q75.K84.K43 ,460,2,3,3,5,15,4,3,3,3,13,3N,Pass,no,no,no,no,430,-1
220962, n KJ.AQT43.AK32.T3 ,s T432.5.9864.AQ54 ,130,2,5,4,2,17,4,1,4,4,6,1♦,Pass,no,no,no,no,130,0
220963, n KJ7.AQJ65.J9.KJT ,s A96.92.743.Q9872 ,110,3,5,2,3,16,3,2,3,5,6,1♥,Pass,no,no,no,no,110,0
220964, n T8.AQ32.A86.K642 ,s 76.KJT6.KQ53.973 ,100,2,4,3,4,13,2,4,4,3,9,1♥,Pass,no,no,no,no,140,1
220965, n KT7.AK2.Q3.T9743 ,s A8.Q986.765.A862 ,100,3,3,2,5,12,2,4,3,4,10,1♣,Pass,no,no,no,no,110,0
220966, n KJ7.95.AKJ874.T3 ,s Q9653.K.QT3.Q754 ,-450,3,2,6,2,12,5,1,3,4,9,1♠,Pass,no,no,no,no,80,11
220967, n AT83.Q97.KT74.KJ ,s Q654.AT2.82.Q987 ,110,4,3,4,2,13,4,3,2,4,8,1♠,Pass,no,no,no,no,110,0
220968, n KJ95.AT75.K.K972 ,s 8.K83.AQ862.J865 ,140,4,4,1,4,14,1,3,5,4,10,1♥,Pass,no,no,no,no,140,0
220969, n J974.J9.AK95.AQ2 ,s A2.AQ72.JT6.KJ95 ,990,4,2,4,3,15,2,4,3,4,15,3N,6♣,Pass,no,no,no,920,-2
220970, n J.AKT7.832.KJ753 ,s AKQ984.J.T96.A64 ,120,1,4,3,5,12,6,1,3,3,14,2N,Pass,no,no,no,no,120,0
220971, n JT92.AT.AT95.Q62 ,s K6.K5.KQ732.AKT4 ,460,4,2,4,3,11,2,2,5,4,18,3N,Pass,no,no,no,no,460,0
220972, n K87.Q52.AJ4.A987 ,s 52.K98.QT875.QJ2 ,-100,3,3,3,4,14,2,3,5,3,8,1♣,Pass,no,no,no,no,70,5
220973, n KQ8.T876.KQ73.Q8 ,s A92.AQ5432.985.6 ,450,3,4,4,2,12,3,6,3,1,10,1♥,4♥,Pass,no,no,no,450,0
220974, n A2.73.AKJ654.963 ,s 9.AKJ9.Q.KQT8754 ,800,2,2,6,3,12,1,4,1,7,15,3♣,6♣,Pass,no,no,no,920,3
220975, n AQ72.AJ.Q53.AJ74 ,s JT98.85.AK942.T3 ,420,4,2,3,4,18,4,2,5,2,8,1♠,4♠,Pass,no,no,no,420,0
220976, n A96.A753.KT65.96 ,s QJ3.KT6.92.KQT84 ,400,3,4,4,2,11,3,3,2,5,11,3N,Pass,no,no,no,no,400,0
220977, n AQ42.K98.KQ86.93 ,s 8.AQ743.AT.QJT64 ,450,4,3,4,2,14,1,5,2,5,13,3N,4♥,Pass,no,no,no,450,0
220978, n 7.AT854.AJ72.KJ8 ,s AJT964..KQ8.T643 ,420,1,5,4,3,13,6,0,3,4,10,1♠,4♠,Pass,no,no,no,420,0
220979, n K82.KQJT765.K.A7 ,s 954.94.AJ94.KT42 ,450,3,7,1,2,16,3,2,4,4,8,3N,4♥,Pass,no,no,no,450,0
220980, n AT72.AT2.8.AQT87 ,s Q.KQ54.KQJ2.6432 ,400,4,3,1,5,14,1,4,4,4,13,3N,Pass,no,no,no,no,400,0
220981, n K96.AJ872.A54.84 ,s QJ73.Q6.KT7.JT63 ,90,3,5,3,2,12,4,2,3,4,9,1♥,Pass,no,no,no,no,80,0
220982, n AK632.62.K72.AT8 ,s T54.4.QT63.KQJ96 ,100,5,2,3,3,14,3,1,4,5,8,1♠,Pass,no,no,no,no,140,1
220983, n 2.AK983.AK3.KQJ9 ,s Q95.T642.J64.A63 ,980,1,5,3,4,20,3,4,3,3,7,3N,6♥,Pass,no,no,no,980,0
220984, n AQ92.83.Q32.AKQJ ,s K86.AKQ4.954.643 ,460,4,2,3,4,18,3,4,3,3,12,3N,Pass,no,no,no,no,460,0
220985, n AKT.K63.AJ9.K865 ,s 954.JT9.QT53.T93 ,-110,3,3,3,4,18,3,3,4,3,3,1♠,Pass,no,no,no,no,-50,2
220986, n AQJT42.A9.QT.KJ4 ,s 3.KT743.A973.975 ,420,6,2,2,3,17,1,5,4,3,7,3N,4♠,Pass,no,no,no,420,0
220987, n AKQJ54.T7.KT953. ,s 98.K652.Q2.A8643 ,450,6,2,5,0,13,2,4,2,5,9,3N,4♠,Pass,no,no,no,420,-1
220988, n QJ52.QJ3.AK92.A7 ,s A943.AT.QJT73.86 ,450,4,3,4,2,17,4,2,5,2,11,3N,4♠,Pass,no,no,no,450,0
220989, n QJT.Q.KQT9872.K9 ,s K986.T95.AJ4.A64 ,-100,3,1,7,2,13,4,3,3,3,12,1♠,Pass,no,no,no,no,80,5
220990, n K8.82.KT93.AKJT7 ,s AQJ964.QT96.8.64 ,430,2,2,4,5,14,6,4,1,2,9,3N,Pass,no,no,no,no,430,0
220991, n KQ3.73.AKQ87.Q62 ,s T8654.Q64.T93.A9 ,-130,3,2,5,3,16,5,3,3,2,6,1♠,Pass,no,no,no,no,80,5
220992, n J.KT9654.6.AKQT3 ,s AKT7.J8.KQ4.7642 ,460,1,6,1,5,13,4,2,3,4,13,3N,Pass,no,no,no,no,460,0
220993, n 2.AQJ93.KQ862.JT ,s AQT4.T72.73.K752 ,100,1,5,5,2,13,4,3,2,4,9,1♥,Pass,no,no,no,no,140,1
220994, n KQ52.K83.AKQ654. ,s 63.QJT75.87.KT84 ,300,4,3,6,0,17,2,5,2,4,6,1♥,4♥,Pass,no,no,no,420,3
220995, n 87.K732.AT6.AK82 ,s AT9.A964.J95.973 ,140,2,4,3,4,14,3,4,3,3,9,1♥,Pass,no,no,no,no,140,0
220996, n AT6.J65.AQ743.AT ,s K9853.K973..7653 ,420,3,3,5,2,15,5,4,0,4,6,1♥,4♥,Pass,no,no,no,420,0
220997, n AKJ.QJ752.A8.KQ9 ,s Q75.T93.JT6.T732 ,140,3,5,2,3,20,3,3,3,4,3,1♥,Pass,no,no,no,no,140,0
220998, n Q6532.AK5.Q5.932 ,s A8.QJ6.A8.AK8654 ,460,5,3,2,3,11,2,3,2,6,18,3N,Pass,no,no,no,no,460,0
220999, n AQ4.AK8.K.AQ9765 ,s JT32.J.98653.J42 ,420,3,3,1,6,22,4,1,5,3,3,1♠,4♠,Pass,no,no,no,420,0
221000, n KQ8753.QT3.K.J92 ,s T2.852.QJ2.AK876 ,-140,6,3,1,3,11,2,3,3,5,10,1N,Pass,no,no,no,no,90,6
221001, n AKT76.Q72.QT43.5 ,s J.A854.976.AKJ96 ,120,5,3,4,1,11,1,4,3,5,13,1♥,Pass,no,no,no,no,110,0
221002, n AJ.AK7642.AQ42.9 ,s KQ987542.3.T.J63 ,980,2,6,4,1,18,8,1,1,3,6,3N,6♠,Pass,no,no,no,980,0
221003, n AK62.KJ6.AQT97.8 ,s QJ.T8743.4.KJ754 ,140,4,3,5,1,17,2,5,1,5,7,1♥,Pass,no,no,no,no,140,0
221004, n K43.KQ86.K2.KT72 ,s AQT97.A5.AQT4.J5 ,990,3,4,2,4,14,5,2,4,2,17,3N,6N,Pass,no,no,no,990,0
221005, n AT852.AK.96.A753 ,s QJ63.Q82.AKT.Q42 ,460,5,2,2,4,15,4,3,3,3,14,3N,4♠,Pass,no,no,no,450,0
221006, n T3.AT42.AKQJ.Q97 ,s AJ762.KQJ.T94.53 ,420,2,4,4,3,16,5,3,3,2,11,3N,Pass,no,no,no,no,400,-1
221007, n J7.AQ86.K9743.KT ,s AT8.T93.T6.AJ964 ,110,2,4,5,2,13,3,3,2,5,9,1♥,Pass,no,no,no,no,110,0
221008, n K72.AKQ96.KQ.AT4 ,s .T75.J8.KQJ98532 ,300,3,5,2,3,21,0,3,2,8,7,3♣,6♣,Pass,no,no,no,920,12
221009, n K86.KJ7.Q75.AT73 ,s AQ.853.J843.Q542 ,-100,3,3,3,4,13,2,3,4,4,9,1N,Pass,no,no,no,no,120,6
221010, n 52.J6.AK93.KQ742 ,s J4.KQ9432.QT86.A ,100,2,2,4,5,13,2,6,4,1,12,1♥,Pass,no,no,no,no,140,1
221011, n KJ73.J73.Q7.AQJT ,s 94.Q62.AK542.K32 ,400,4,3,2,4,14,2,3,5,3,12,3N,Pass,no,no,no,no,400,0
221012, n Q4.AJ.KQ6.AJT654 ,s A95.Q2.AT873.Q83 ,990,2,2,3,6,17,3,2,5,3,12,1♠,1N,2♣,5♣,Pass,no,400,-11
221013, n QT6543.AKJ.T.J76 ,s A98.T9863.AQ3.Q5 ,420,6,3,1,3,11,3,5,3,2,12,3N,4♥,Pass,no,no,no,420,0
221014, n T63.KQJT3.AQT4.T ,s AK954..K987.AQ93 ,1510,3,5,4,1,12,5,0,4,4,16,3N,4♠,7♠,Pass,no,no,1510,0
221015, n 642.AJ7.A.AKT532 ,s AK98.93.K543.764 ,920,3,3,1,6,16,4,2,4,3,10,3N,6♣,Pass,no,no,no,920,0
221016, n AJ74.Q9.KJ93.KT6 ,s Q8.AT852.AQ.J432 ,430,4,2,4,3,14,2,5,2,4,13,3N,Pass,no,no,no,no,430,0
221017, n AK62.96.A84.Q982 ,s QJ8.AQJT2.63.763 ,420,4,2,3,4,13,3,5,2,3,10,1♥,4♥,Pass,no,no,no,420,0
221018, n J8.KJ97654.K32.A ,s A743.AQ.AJT5.T76 ,1520,2,7,3,1,12,4,2,4,3,15,3N,4♠,7♥,Pass,no,no,1510,0
221019, n Q32.K75.AQ6.AJT9 ,s 976.AJ943.984.85 ,100,3,3,3,4,16,3,5,3,2,5,1♥,Pass,no,no,no,no,110,0
221020, n AT9.97.AKT42.J84 ,s KQ74.AT42.J97.63 ,420,3,2,5,3,12,4,4,3,2,10,3N,4♠,Pass,no,no,no,420,0
221021, n AT965.K83.832.A9 ,s Q42.AJ62.9.QJT85 ,100,5,3,3,2,11,3,4,1,5,10,1♠,Pass,no,no,no,no,140,1
221022, n KQ9432.AKJT.QT3. ,s A876.Q4.AK874.K7 ,1510,6,4,3,0,15,4,2,5,2,16,3N,4♠,7♠,Pass,no,no,1510,0
221023, n AKQT874.J9.Q62.J ,s J.KQT82.93.KQT87 ,140,7,2,3,1,13,1,5,2,5,11,1♥,Pass,no,no,no,no,140,0
221024, n A7.K74.JT764.KQ3 ,s 6.Q8653.Q32.AT86 ,100,2,3,5,3,13,1,5,3,4,8,1♥,Pass,no,no,no,no,140,1
221025, n A7.AJ9.QJ9652.64 ,s JT4.QT7532.K.AQ2 ,460,2,3,6,2,12,3,6,1,3,12,3N,Pass,no,no,no,no,460,0
221026, n Q5.A5.AK984.A975 ,s T3.KQJ82.QT5.K84 ,130,2,2,5,4,17,2,5,3,3,11,1♦,Pass,no,no,no,no,130,0
221027, n QT.AJ9.K9832.J73 ,s K.KQ73.AQ7.AQT95 ,460,2,3,5,3,11,1,4,3,5,20,3N,Pass,no,no,no,no,460,0
221028, n J.AKJ74.AJT765.6 ,s KT8..K9432.J9872 ,400,1,5,6,1,14,3,0,5,5,7,3N,Pass,no,no,no,no,400,0
221029, n K9.A8763.AKQ97.3 ,s AJT5.KT942.J3.T2 ,980,2,5,5,1,16,4,5,2,2,9,3N,6♥,Pass,no,no,no,980,0
221030, n AK4.QT973.A63.A4 ,s Q7.AJ54.JT.JT632 ,450,3,5,3,2,17,2,4,2,5,9,3N,4♥,Pass,no,no,no,450,0
221031, n KT.AQ43.K932.J53 ,s Q873.K6.864.AK84 ,120,2,4,4,3,13,4,2,3,4,12,1♣,Pass,no,no,no,no,110,0
221032, n KT.AQ5.AT752.J43 ,s 7432.KT8.843.AK9 ,140,2,3,5,3,14,4,3,3,3,10,1♥,Pass,no,no,no,no,140,0
221033, n QT53.K74.A73.K72 ,s A874.6.KQ852.AJT ,450,4,3,3,3,12,4,1,5,3,14,3N,4♠,Pass,no,no,no,450,0
221034, n A82.J.KJT75.Q752 ,s J7543.32.A8.AJ86 ,-100,3,1,5,4,11,5,2,2,4,10,1♠,Pass,no,no,no,no,110,5
221035, n A742.J4.A.AQT986 ,s QJ65.K75.T932.53 ,420,4,2,1,6,15,4,3,4,2,6,1♠,4♠,Pass,no,no,no,420,0
221036, n AT6.KQT3.A9.8653 ,s J953.AJ8652.Q.T7 ,100,3,4,2,4,13,4,6,1,2,8,1♥,4♥,Pass,no,no,no,420,8
221037, n AJ843.AJ64.AJ.62 ,s 76.K732.KQT.QJT9 ,400,5,4,2,2,15,2,4,3,4,11,3N,Pass,no,no,no,no,400,0
221038, n 854.Q752.AQJ.QJ5 ,s AQ3.K864.865.K83 ,430,3,4,3,3,12,3,4,3,3,12,3N,Pass,no,no,no,no,430,0
221039, n AJ86.A432.QT.AJ8 ,s QT.K965.J6432.64 ,140,4,4,2,3,16,2,4,5,2,6,1♥,Pass,no,no,no,no,140,0
221040, n AQJ6.A53.K4.T953 ,s 52.KQT86.87.AJ74 ,420,4,3,2,4,14,2,5,2,4,10,3N,4♥,Pass,no,no,no,420,0
221041, n A5.AK85.K832.K75 ,s KT64.Q97.QJ.9832 ,140,2,4,4,3,17,4,3,2,4,8,1♥,Pass,no,no,no,no,140,0
221042, n 73.A865.K43.KJ94 ,s KJ98.KJ7.Q65.T52 ,120,2,4,3,4,11,4,3,3,3,10,1N,Pass,no,no,no,no,120,0
221043, n K2.KQJT653.97.A2 ,s QJ64.A2.KQJ53.J4 ,420,2,7,2,2,13,4,2,5,2,14,1♥,4♥,Pass,no,no,no,420,0
221044, n 864.KQ6.AT985.AJ ,s KQT2.JT832.3.K95 ,420,3,3,5,2,14,4,5,1,3,9,3N,4♥,Pass,no,no,no,420,0
221045, n K7.J74.AJT98.AJ2 ,s AQ864.Q9862.Q65. ,450,2,3,5,3,14,5,5,3,0,10,3N,4♥,Pass,no,no,no,450,0
221046, n AK7.Q4.T8753.A43 ,s Q92.KT8.A6.QT652 ,430,3,2,5,3,13,3,3,2,5,11,3N,Pass,no,no,no,no,430,0
221047, n Q9.A8.JT83.AK854 ,s AKT852.75.AKQ.Q6 ,1520,2,2,4,5,14,6,2,3,2,18,3N,4♠,7♠,Pass,no,no,1510,0
221048, n J94.K754.A6.AT62 ,s 63.AQJ93.KT974.J ,420,3,4,2,4,12,2,5,5,1,11,1♥,4♥,Pass,no,no,no,420,0
221049, n AKQ4.AKQ.QT94.32 ,s J762.9764.K652.6 ,450,4,3,4,2,20,4,4,4,1,4,1♥,4♥,Pass,no,no,no,450,0
221050, n A75.QJ.K84.AK652 ,s Q98432.A8.5.T874 ,450,3,2,3,5,17,6,2,1,4,6,1♠,4♠,Pass,no,no,no,420,-1
221051, n A62.K.KT543.J972 ,s KQJT85.63.Q8.KT5 ,-500,3,1,5,4,11,6,2,2,3,11,1♠,Pass,no,no,no,no,140,12
221052, n 92.AJ5.KQJ6.J965 ,s AK8643.Q8.982.Q3 ,100,2,3,4,4,12,6,2,3,2,11,1♠,Pass,no,no,no,no,110,0
221053, n AT.AQ985.86.KJ94 ,s KQJ84.743.K9.732 ,420,2,5,2,4,14,5,3,2,3,9,1♥,4♥,Pass,no,no,no,420,0
221054, n AK976.T7.A873.76 ,s Q2.93.KQJ654.AQ8 ,400,5,2,4,2,11,2,2,6,3,14,3N,5♦,Pass,no,no,no,400,0
221055, n Q7.AQ75.J5.AQT93 ,s AK86.J82.A87.J87 ,430,2,4,2,5,15,4,3,3,3,13,3N,Pass,no,no,no,no,430,0
221056, n A7.KT6.AQT9.9865 ,s KQ8.AQJ5.J85.AK2 ,990,2,3,4,4,13,3,4,3,3,20,3N,6N,Pass,no,no,no,990,0
221057, n QJ.K86.A983.AQ86 ,s T95.Q4.KQJT75.K2 ,430,2,3,4,4,16,3,2,6,2,11,3N,Pass,no,no,no,no,430,0
221058, n 62.AKT64.76.A873 ,s AJ5.QJ3.KQ95.QJ4 ,460,2,5,2,4,11,3,3,4,3,16,3N,Pass,no,no,no,no,460,0
221059, n AT865..AKJ54.KQ3 ,s KQ32.AK752.T32.J ,990,5,0,5,3,17,4,5,3,1,13,3N,6N,Pass,no,no,no,990,0
221060, n A43.A43.Q65.AQ96 ,s Q852.K98.KT43.J2 ,400,3,3,3,4,16,4,3,4,2,9,3N,Pass,no,no,no,no,400,0
221061, n AT972.54.AKQ5.A8 ,s K65.8763.764.QJ5 ,420,5,2,4,2,17,3,4,3,3,6,1♠,4♠,Pass,no,no,no,420,0
221062, n AKQ83.T5.92.AQJ9 ,s J942.842.AJ543.2 ,420,5,2,2,4,16,4,3,5,1,6,1♠,4♠,Pass,no,no,no,420,0
221063, n AJT83.762.K.KT97 ,s Q52.Q94.AT753.Q4 ,110,5,3,1,4,11,3,3,5,2,10,1♠,Pass,no,no,no,no,110,0
221064, n 3.KJ9864.K98.AKQ ,s A2.T5.72.JT86543 ,-800,1,6,3,3,16,2,2,2,7,5,1♥,Pass,no,no,no,no,110,14
221065, n QJT3.Q7.J952.AQJ ,s AK765.A9.76.9854 ,100,4,2,4,3,13,5,2,2,4,11,3N,4♠,Pass,no,no,no,420,8
221066, n AJ9.A62.A62.QJ62 ,s K6.9753.QJ84.973 ,-100,3,3,3,4,16,2,4,4,3,6,1♥,Pass,no,no,no,no,80,5
221067, n AQ52.62.AJT4.QJ2 ,s 987643.QJ9.9.A97 ,420,4,2,4,3,14,6,3,1,3,7,1♠,4♠,Pass,no,no,no,420,0
221068, n AQJ.4.KJT4.JT865 ,s K754.AK97.73.432 ,110,3,1,4,5,12,4,4,2,3,10,1♠,Pass,no,no,no,no,110,0
221069, n AQ.AQ6.K942.AQ75 ,s 98752.T2.Q3.JT94 ,420,2,3,4,4,21,5,2,2,4,3,1♠,4♠,Pass,no,no,no,420,0
221070, n T5.J532.QJ3.AKJT ,s Q7.AT984.K7.8732 ,100,2,4,3,4,12,2,5,2,4,9,1♥,Pass,no,no,no,no,140,1
