north,east,south,west,sn,hn,dn,cn,pn,ln,ctn,ss,hs,ds,cs,ps,ls,cts,tcn,tdn,thn,tsn,tnn,tce,tde,the,tse,tne,tcs,tds,ths,tss,tns,tcw,tdw,thw,tsw,tnw,parNS,parEW
 n AQT62.AJ8.2.AT97 ,e K74.542.85.KQ653 ,s J3.Q9.AQT9643.J8 ,w 985.KT763.KJ7.42 ,5,3,1,4,15,600,6,2,2,7,2,10,700,2,9,10,8,10,9,3,2,5,3,4,9,10,7,10,9,3,3,5,3,4,420,-420
 n AJ942.J8.AQ5.Q72 ,e Q53.32.9863.T953 ,s 86.KQT954.J4.A64 ,w KT7.A76.KT72.KJ8 ,5,2,3,3,14,750,4,2,6,2,3,10,700,3,8,7,10,9,9,5,6,2,4,3,8,7,10,9,10,5,6,2,4,3,430,-430
 n KQ953.AT93.KJ8.K ,e A74.J76.742.AT76 ,s 8.KQ84.AT96.9843 ,w JT62.52.Q53.QJ52 ,5,4,3,1,16,550,5,1,4,4,4,9,700,3,7,10,11,9,8,6,3,2,4,5,7,10,11,9,8,6,3,2,4,5,450,-450
 n KQ954.AKT762.AT. ,e 83.J53.J9752.Q76 ,s 6.98.KQ86.K98432 ,w AJT72.Q4.43.AJT5 ,5,6,2,0,16,300,6,1,2,4,6,8,600,2,8,7,10,8,8,5,5,2,4,4,8,7,10,8,8,5,5,3,4,5,420,-420
 n AT962.A7.7.AT963 ,e KJ5.QT532.K83.74 ,s .K64.AJT942.K852 ,w Q8743.J98.Q65.QJ ,5,2,1,5,12,600,6,0,3,6,4,11,550,4,13,11,8,9,9,0,2,4,4,3,13,11,8,9,9,0,2,4,4,3,1440,-1440
 n AKT963..AK2.T743 ,e 7.KT6543.J6.AQJ5 ,s QJ.A972.T754.K92 ,w 8542.QJ8.Q983.86 ,6,0,3,4,14,500,6,2,4,4,3,10,900,3,10,10,5,11,9,3,3,7,2,3,10,10,5,11,9,3,3,8,2,3,450,-450
 n KQ9753.Q82.AQ.J8 ,e J84.J4.98654.QT5 ,s A6.9653.732.A942 ,w T2.AKT7.KJT.K763 ,6,3,2,2,14,600,3,2,4,3,4,8,900,4,6,5,8,9,9,6,7,5,4,4,6,5,7,9,9,6,8,5,4,4,300,-300
 n AKQJ3..J9732.K94 ,e T4.Q97432.65.J65 ,s 85.T65.AK4.Q8732 ,w 9762.AKJ8.QT8.AT ,5,0,5,3,14,500,4,2,3,3,5,9,850,3,10,11,5,10,6,1,2,8,2,6,10,11,5,10,6,2,2,8,2,6,420,-420
 n J9654.A.A82.AQT4 ,e KQT872.872.KQ.K5 ,s A3.QJT954.9.J983 ,w .K63.JT76543.762 ,5,1,3,4,15,600,6,2,6,1,4,8,700,2,10,3,9,8,8,2,8,3,5,3,11,4,8,8,8,2,8,3,5,3,400,-400
 n AKT74.86.KJ9.J64 ,e 95.AK32.32.A9832 ,s 62.QJ4.AT654.K75 ,w QJ83.T975.Q87.QT ,5,2,3,3,12,800,4,2,3,5,3,10,800,3,6,10,6,8,8,6,3,7,4,4,6,10,6,8,8,6,3,7,4,4,130,-130
 n AKJT73.T2.A.AJ86 ,e 86.K6.QJT95.T432 ,s .AQJ853.K8743.75 ,w Q9542.974.62.KQ9 ,6,2,1,4,17,450,7,0,6,5,2,10,450,3,10,10,12,11,12,2,3,0,2,1,10,10,12,11,12,2,3,0,2,1,990,-990
 n AQJ97.3.AKJ7.QT4 ,e 8543.865.T3.J765 ,s 62.KQ742.Q96.A83 ,w KT.AJT9.8542.K92 ,5,1,4,3,17,450,5,2,5,3,3,11,750,3,9,11,9,11,11,3,2,3,2,2,10,11,10,11,11,3,2,3,2,2,460,-460
 n AKQJT762..8.K875 ,e 54.J7542.K932.A2 ,s 8.KQT963.AT54.J3 ,w 93.A8.QJ76.QT964 ,8,0,1,4,13,300,4,1,6,4,2,10,600,3,6,5,7,10,9,6,6,6,2,3,6,5,7,10,9,7,7,6,3,4,420,-420
 n AQ8642.A.J84.K95 ,e KT5.KQJ962.T6.JT ,s 97.T8.KQ97.A8732 ,w J3.7543.A532.Q64 ,6,1,3,3,14,600,5,2,2,4,5,9,700,3,10,9,5,10,7,3,4,7,3,6,10,9,5,10,7,3,4,7,3,6,420,-420
 n KT643.AK.Q6.AK83 ,e A72.J3.KJ9732.J7 ,s QJ.T7654.A4.QT65 ,w 985.Q982.T85.942 ,5,2,2,4,19,500,7,2,5,2,4,9,850,2,12,8,10,12,11,1,5,3,1,2,11,7,9,11,7,1,5,3,1,2,980,-980
 n AKJT7.65.Q2.AJ76 ,e Q542..9853.K8532 ,s 8.AKJT974.4.QT94 ,w 963.Q832.AKJT76. ,5,2,2,4,15,650,5,1,7,1,4,10,500,3,9,3,10,6,6,3,9,2,5,7,9,3,11,6,6,3,9,2,5,7,450,-450
 n KQJ75.KQ3.AJ.874 ,e T43.4.Q932.KQT52 ,s 6.AT9765.865.AJ9 ,w A982.J82.KT74.63 ,5,3,2,3,16,600,4,1,6,3,3,9,800,4,6,5,11,9,9,5,7,2,3,3,6,5,11,9,9,6,7,2,3,3,450,-450
 n AKJ632.T654.A87. ,e 85.A3.KQJ43.Q763 ,s .J8.T52.AKJT9854 ,w QT974.KQ972.96.2 ,6,4,3,0,12,550,5,0,2,3,8,9,550,3,9,6,5,5,4,3,5,6,7,7,9,6,5,5,4,3,5,6,8,7,100,-100
 n AQJ82.KQ.QT42.T6 ,e 963.9742.K3.KJ97 ,s K.J53.AJ9876.Q82 ,w T754.AT86.5.A543 ,5,2,4,2,14,600,3,1,3,6,3,11,800,3,6,10,6,9,8,6,2,7,3,4,6,10,6,9,8,6,1,7,3,2,140,-140
 n AKJ864.Q5.Q4.T82 ,e Q92.JT.JT752.A96 ,s 53.AK86432.K8.J7 ,w T7.97.A963.KQ543 ,6,2,2,3,12,750,3,2,7,2,2,11,600,4,5,5,10,9,7,8,8,1,4,4,5,5,10,9,7,8,8,1,4,4,420,-420
 n AQ6432.J.KQJ.J42 ,e K5.Q83.A9875.K85 ,s 9.AKT962.632.AT7 ,w JT87.754.T4.Q963 ,6,1,3,3,14,600,3,1,6,3,3,11,700,5,9,9,11,9,8,4,4,2,3,3,9,8,11,9,8,4,4,1,3,3,450,-450
 n KJ642.AK85.J2.Q6 ,e AQT.64.QT4.J8542 ,s 3.T3.A97653.AKT9 ,w 9875.QJ972.K8.73 ,5,4,2,2,14,700,4,1,2,6,4,11,600,5,8,10,7,8,9,5,3,5,5,4,8,10,7,8,8,5,3,5,5,4,400,-400
 n AKJ965.K.J96.T94 ,e 4.QT7632.KQ5.753 ,s 8.AJ85.AT843.J82 ,w QT732.94.72.AKQ6 ,6,1,3,3,12,700,4,1,4,5,3,10,800,4,7,9,6,7,8,5,3,7,5,5,7,9,6,7,8,6,3,7,5,5,120,-120
 n AKT32.A43.72.K74 ,e J9.Q7652.AKJ6.J8 ,s 75.KT9.Q854.A532 ,w Q864.J8.T93.QT96 ,5,3,2,3,14,700,6,2,3,4,4,9,850,3,9,8,8,9,8,4,5,4,4,5,9,8,8,9,8,4,5,4,4,5,140,-140
 n Q8642.AK7.T76.A6 ,e KJT.J.KJ854.QJ95 ,s 53.Q982.A3.K8432 ,w A97.T6543.Q92.T7 ,5,3,3,2,13,750,5,2,4,2,5,9,750,3,8,4,8,8,6,5,8,5,5,6,8,4,8,8,6,5,8,5,5,6,100,-100
 n AKQJ542.653.K2.8 ,e T87.AJ.A976.KQJ2 ,s 6.QT9.QJ54.AT754 ,w 93.K8742.T83.963 ,7,3,2,1,13,500,4,1,3,4,5,9,750,2,7,7,6,9,8,6,6,7,3,3,7,7,6,9,8,6,6,7,3,3,140,-140
 n QT543.AKJ.8.A652 ,e 82.Q96.KQ743.T97 ,s AJ.753.JT96.KJ84 ,w K976.T842.A52.Q3 ,5,3,1,4,14,600,5,2,3,4,4,10,900,3,11,7,7,10,8,2,6,6,3,4,11,7,7,10,8,2,6,6,3,4,420,-420
 n AKQ53.AKJ6.QJ9.5 ,e T7642.7542.A3.J9 ,s J.T3.K652.AQ8762 ,w 98.Q98.T874.KT43 ,5,4,3,1,20,350,6,1,2,4,6,10,600,3,10,10,11,10,10,3,2,2,3,2,10,10,11,10,10,3,2,2,3,2,450,-450
 n AKQ973.QJ93.J.J6 ,e JT5.AK.QT654.QT5 ,s 62.5.K73.AK98742 ,w 84.T87642.A982.3 ,6,4,1,2,14,500,3,2,1,3,7,10,600,4,10,5,5,11,6,2,8,8,0,0,10,5,5,11,6,0,8,8,0,0,450,-450
 n Q9765.KJ.K83.AQT ,e AT432.Q73.AQ.972 ,s K.AT982.JT76.864 ,w J8.654.9542.KJ53 ,5,2,3,3,15,650,4,1,5,4,3,8,850,3,8,9,10,9,9,4,3,3,4,4,8,9,10,9,9,5,3,3,4,4,420,-420
 n KJ943.9.AJT6.K92 ,e T2.KJ8.K9.QJT643 ,s A6.A765432.8752. ,w Q875.QT.Q43.A875 ,5,1,4,3,12,650,4,2,7,4,0,8,600,4,6,10,10,9,7,7,2,3,4,5,6,11,10,9,7,7,2,3,4,5,420,-420
 n AKJ83.AJT985.76. ,e 764.Q76.AK93.J95 ,s 9.3.QT854.AKQ842 ,w QT52.K42.J2.T763 ,5,6,2,0,13,400,5,1,1,5,6,11,450,3,10,10,9,9,9,3,3,2,3,4,10,10,9,9,9,3,3,3,3,4,400,-400
 n KQJ96.AK84.Q7.Q3 ,e 73.JT9.JT92.T942 ,s A5.7632.8654.A65 ,w T842.Q5.AK3.KJ87 ,5,4,2,2,17,600,4,2,4,4,3,8,900,4,6,8,9,9,8,7,5,3,4,5,6,8,10,9,8,7,5,3,4,5,420,-420
 n AK872.93.A874.QJ ,e 965.JT2.J53.9432 ,s 4.AQ854.QT92.875 ,w QJT3.K76.K6.AKT6 ,5,2,4,2,14,700,5,1,5,4,3,8,750,2,5,9,8,7,7,7,4,4,6,6,5,9,8,7,7,7,4,4,6,6,110,-110
 n K9843.AJ32.J86.K ,e Q652.K75.5.AQ982 ,s T7.QT864.KQT2.J6 ,w AJ.9.A9743.T7543 ,5,4,3,1,12,750,4,2,5,4,2,8,750,1,1,5,8,5,4,11,7,5,7,8,1,5,8,5,4,12,8,5,7,8,-800,800
 n AKQT9875.54.K4.3 ,e 2.T62.AJ82.AKQ86 ,s 3.AKJ7.975.J9542 ,w J64.Q983.QT63.T7 ,8,2,2,1,12,400,4,1,4,3,5,9,750,3,5,4,4,10,9,7,8,7,3,3,5,3,4,10,6,7,8,7,3,3,420,-420
 n 86432.AT.Q3.AK83 ,e QJ97.KJ4.JT94.T9 ,s 5.Q987532.A7.QJ4 ,w AKT.6.K8652.7652 ,5,2,2,4,13,700,5,1,7,2,3,9,650,2,8,4,10,6,6,3,8,2,6,5,8,5,10,6,6,3,8,2,6,5,420,-420
 n AK7543.J7.A2.Q86 ,e T92.AK9652.QJ6.9 ,s J.T843.KT4.AJ432 ,w Q86.Q.98753.KT75 ,6,2,2,3,14,650,5,1,4,3,5,9,800,3,9,6,7,9,8,3,7,6,4,4,9,6,7,9,8,3,7,6,4,4,140,-140
 n AQJ73.A53.2.AQT8 ,e T654.J984.KT96.9 ,s 2.KQ762.73.KJ432 ,w K98.T.AQJ854.765 ,5,3,1,4,17,450,6,1,5,2,5,9,600,2,12,5,11,9,7,0,8,1,2,3,12,5,11,9,7,0,8,1,2,3,800,-800
 n AJ874.A3.K53.K96 ,e K9.JT984.T8762.A ,s 32.Q7.AJ4.JT8432 ,w QT65.K652.Q9.Q75 ,5,2,3,3,15,700,6,2,2,3,6,8,900,2,10,5,4,8,8,3,7,8,5,3,10,5,4,8,10,3,7,8,5,3,430,-430
 n AT97643...AKQT74 ,e J5.AQT972.A64.92 ,s K.KJ643.Q98753.5 ,w Q82.85.KJT2.J863 ,7,0,0,6,13,200,5,1,5,6,1,9,600,2,12,7,5,12,8,1,6,7,1,5,12,7,5,12,8,1,6,7,1,5,980,-980
 n KJT96.AJ75.KJ.JT ,e A8542.6.Q985.K73 ,s 7.T32.AT43.AQ852 ,w Q3.KQ984.762.964 ,5,4,2,2,14,650,4,1,3,4,5,10,700,4,11,11,10,11,11,2,2,3,2,2,11,11,10,11,11,1,2,3,2,2,460,-460
 n AT732.AT3.K2.Q84 ,e 986.KJ75.875.752 ,s 54.64.AQJT9.A963 ,w KQJ.Q982.643.KJT ,5,3,2,3,13,750,5,2,2,5,4,11,650,4,10,10,7,9,9,3,3,5,3,3,10,10,7,9,9,3,3,5,3,3,400,-400
 n A5432.AT853.2.A6 ,e K86.KQJ2.QJ5.943 ,s T9.976.A983.KQ52 ,w QJ7.4.KT764.JT87 ,5,5,1,2,12,600,6,2,3,4,4,9,800,3,7,6,9,8,6,5,6,3,5,6,7,6,9,8,6,5,6,3,5,6,140,-140
 n AKJ7653.6.A.J876 ,e 98.J5.QJ743.AT95 ,s T.T43.K952.KQ432 ,w Q42.AKQ9872.T86. ,7,1,1,4,13,450,5,1,3,4,5,8,700,2,10,5,4,9,5,2,7,8,2,5,10,5,4,10,5,2,7,8,3,8,300,-300
 n 86432.AKJ.Q74.Q9 ,e AKQJ95.T63.T3.75 ,s .98754.A985.A832 ,w T7.Q2.KJ62.KJT64 ,5,3,3,2,12,800,3,0,5,4,4,8,700,4,7,8,9,5,7,5,4,3,8,6,8,9,9,5,7,5,4,3,8,6,100,-100
 n AJ7643.K.KQ84.54 ,e 852.T2.AT632.863 ,s .A8765.J75.AT972 ,w KQT9.QJ943.9.KQJ ,6,1,4,2,13,550,4,0,5,3,5,9,700,4,9,8,7,8,7,4,3,6,5,5,9,8,7,8,7,4,3,6,5,5,110,-110
 n AKQT873.K96.92.Q ,e J5.AQT83.8753.42 ,s 4.54.KQJT64.K976 ,w 962.J72.A.AJT853 ,7,3,2,1,14,500,4,1,2,6,4,9,600,2,4,8,3,7,6,9,4,10,5,6,4,8,3,7,6,9,4,10,5,6,-420,420
 n QJ7642.QJ7.AQ6.K ,e K853.94.KJ854.Q6 ,s 9.KT52.97.AJ7532 ,w AT.A863.T32.T984 ,6,3,3,1,15,550,3,1,4,2,6,8,700,3,9,5,7,7,6,3,8,5,5,7,9,5,7,7,6,4,8,5,5,7,100,-100
 n AQJ9862.A.T7.J85 ,e T754.T8.KQJ54.K2 ,s 3.K76543.A32.A73 ,w K.QJ92.986.QT964 ,7,1,2,3,12,550,4,1,6,3,3,11,700,5,6,6,8,10,8,6,6,4,3,3,6,6,8,10,8,6,6,4,3,3,420,-420
 n AQ853.A432.A9.86 ,e KT.98.KJT54.AQ72 ,s J.KJT75.Q863.J93 ,w 97642.Q6.72.KT54 ,5,4,2,2,14,600,6,1,5,4,3,8,800,1,5,7,10,7,8,7,6,3,6,5,5,6,10,7,8,7,6,3,6,5,420,-420
 n J5432.KQ86.K65.A ,e 9.AJ42.QJ84.J843 ,s K8.T9753.A32.QT9 ,w AQT76..T97.K7652 ,5,4,3,1,13,600,4,2,5,3,3,9,850,3,4,5,8,6,6,9,8,4,7,6,4,5,8,6,6,9,8,4,7,6,-100,100
 n AQ943.9.T6.AKQJ5 ,e K65.AJ65.932.T84 ,s 7.KT742.KQ85.762 ,w JT82.Q83.AJ74.93 ,5,1,2,5,16,400,5,1,5,4,3,8,700,2,10,7,8,8,8,2,5,5,4,5,10,7,8,8,8,2,5,5,4,5,130,-130
 n KQJ72.9743.2.AQ4 ,e T54.KQJT.643.KJ7 ,s 98.A862.KQJ95.93 ,w A63.5.AT87.T8652 ,5,4,1,3,12,600,3,2,4,5,2,10,700,3,4,7,8,6,6,7,6,5,5,6,4,7,7,6,6,7,6,5,5,6,110,-110
 n AKQJ84.A.A752.Q4 ,e 6.JT95.KQJ9.AT93 ,s 32.KQ432.3.KJ865 ,w T975.876.T864.72 ,6,1,4,2,20,400,7,2,5,1,5,9,600,2,11,8,10,12,9,2,5,2,1,1,11,8,10,12,9,2,5,2,1,1,980,-980
 n AQJ94.K654.AK9.8 ,e T87.QT872.T.KQ63 ,s 52.AJ9.QJ8542.95 ,w K63.3.763.AJT742 ,5,4,3,1,17,450,6,2,3,6,2,8,800,2,5,12,10,12,7,8,0,3,0,0,5,12,10,12,7,8,0,3,0,0,980,-980
 n 76432.AQ2.Q82.A7 ,e QT.3.AT96.KJT963 ,s .KT974.KJ753.Q82 ,w AKJ985.J865.4.54 ,5,3,3,2,12,750,4,0,5,5,3,9,650,2,5,10,10,4,5,8,3,3,9,7,5,10,10,4,5,6,3,3,8,7,100,-100
 n J9765.AJ5.Q7.AT5 ,e AT843.72.KT6.K63 ,s K.KT9864.J42.J92 ,w Q2.Q3.A9853.Q874 ,5,3,2,3,12,900,4,1,6,3,3,8,850,2,5,5,9,6,8,7,8,4,7,5,5,5,9,6,8,7,8,4,7,5,140,-140
 n AJ975.AT842.7.A9 ,e 4.K75.K96.J87642 ,s 63.QJ6.AJT43.K53 ,w KQT82.93.Q852.QT ,5,5,1,2,13,600,6,2,3,5,3,11,750,3,6,7,10,9,9,6,5,2,4,4,6,7,10,9,9,6,5,3,4,4,420,-420
 n AK976..AJ964.A75 ,e Q53.J872.Q87.Q83 ,s JT.AT9543.32.KJ2 ,w 842.KQ6.KT5.T964 ,5,0,5,3,16,500,7,2,6,2,3,9,800,3,9,11,9,11,10,3,2,3,2,3,9,11,9,11,10,4,2,3,2,3,450,-450
 n AKQ76.K62.KT95.2 ,e T54.A9.AJ72.Q543 ,s J2.J854.86.AK876 ,w 983.QT73.Q43.JT9 ,5,3,4,1,15,500,5,2,4,2,5,9,800,3,8,8,8,9,8,5,5,4,4,5,8,8,8,9,8,5,5,4,4,5,140,-140
 n AKQJ652.7.AT.765 ,e 874.83.J986.AT42 ,s 9.AKT9642.K7.J98 ,w T3.QJ5.Q5432.KQ3 ,7,1,2,3,14,500,5,1,7,2,3,11,600,4,7,6,9,10,9,5,7,2,0,2,7,6,9,10,9,5,7,2,0,2,420,-420
 n T97654..AJ52.AKJ ,e A3.KQ9632.864.Q6 ,s KQ.AT85.73.87542 ,w J82.J74.KQT9.T93 ,6,0,4,3,13,550,5,2,4,2,5,9,800,3,10,8,7,9,8,2,5,6,3,4,10,8,7,9,8,2,5,6,4,4,140,-140
 n AJ9853.J.AQ8.KQ6 ,e KQ7.875.T643.AT7 ,s T.AK9632.K975.85 ,w 642.QT4.J2.J9432 ,6,1,3,3,17,500,5,1,6,4,2,10,600,4,7,10,11,10,10,4,3,2,3,3,7,10,11,10,9,4,3,2,3,3,450,-450
 n AQJT7.K95.A942.3 ,e K85.AQT873.T86.Q ,s 32.62.KQJ.KJ9654 ,w 964.J4.753.AT872 ,5,3,4,1,14,550,5,2,2,3,6,10,700,2,8,9,6,8,6,5,4,7,5,7,7,8,5,8,5,5,4,7,5,7,110,-110
 n AQJ85.J.AJ94.542 ,e T93.KQ973.QT76.K ,s 62.8654.K52.AQJ6 ,w K74.AT2.83.T9873 ,5,1,4,3,13,650,4,2,4,3,4,10,750,3,10,10,7,11,8,3,3,6,2,3,10,10,6,11,8,3,3,6,2,3,450,-450
 n KQJ54.AKJ74.A94. ,e T92.T6.K653.Q863 ,s 76.Q82.87.AKJ542 ,w A83.953.QJT2.T97 ,5,5,3,0,18,350,6,2,3,2,6,10,700,3,10,8,12,12,9,3,5,1,1,1,10,8,12,12,9,3,5,1,1,1,980,-980
 n AQ8763.73.KQ2.QT ,e KJT4.K84.J87.AK9 ,s 92.A95.AT964.632 ,w 5.QJT62.53.J8754 ,6,2,3,2,13,600,3,2,3,5,3,8,900,4,4,8,4,8,7,9,5,9,4,6,4,8,4,8,7,9,5,9,4,6,-100,100
 n AKQT942.A85.T4.8 ,e J3.QT6.A98.T7432 ,s 5.K743.QJ63.AJ95 ,w 876.J92.K752.KQ6 ,7,3,2,1,13,500,5,1,4,4,4,11,700,3,7,8,9,10,10,6,5,3,2,3,7,8,9,10,10,6,5,3,2,3,430,-430
 n KQJT9.AJT3.6.KQ6 ,e A632.92.T9752.73 ,s .8764.AJ843.AJ84 ,w 8754.KQ5.KQ.T952 ,5,4,1,3,16,450,4,0,4,5,4,10,700,4,11,10,12,11,10,1,3,1,2,2,11,10,12,11,10,1,3,1,2,2,980,-980
 n AQ764.Q5.A753.93 ,e KT98.T732.JT9.42 ,s 3.KJ98.642.AQT75 ,w J52.A64.KQ8.KJ86 ,5,2,4,2,12,700,4,1,4,3,5,10,700,3,8,7,6,6,6,4,5,6,6,7,8,7,6,7,6,4,5,6,6,7,90,-90
 n AK9873.9.K.K8752 ,e T.KT.QJT9843.A94 ,s Q4.AJ654.A652.63 ,w J652.Q8732.7.QJT ,6,1,1,5,13,450,5,2,5,4,2,11,800,4,10,5,7,10,9,3,8,5,3,3,10,5,7,10,9,3,8,5,3,3,420,-420
 n AQJT542.K.A7.QJ5 ,e 873.J974.6.AT964 ,s 9.AQ65.QT9542.73 ,w K6.T832.KJ83.K82 ,7,1,2,3,17,400,5,1,4,6,2,8,650,2,7,9,7,10,10,6,2,5,3,3,7,9,7,10,10,6,3,6,3,3,430,-430
 n AKQ95.76.QJ63.T8 ,e 872.AK82.85.AK96 ,s 3.T543.AK94.QJ73 ,w JT64.QJ9.T72.542 ,5,2,4,2,12,600,3,1,4,4,4,10,700,3,7,9,7,8,7,6,4,6,5,6,7,9,7,8,7,6,4,6,5,6,110,-110
 n AKQT6.92.AKT.K97 ,e 87.K64.J9874.654 ,s J.QJ875.Q63.QJ82 ,w 95432.AT3.52.AT3 ,5,2,3,3,19,500,7,1,5,3,4,9,750,0,10,8,9,10,10,3,5,3,3,3,10,8,9,10,10,3,5,3,3,3,430,-430
 n AKJ932.AT9..AJ76 ,e T4.K6.KQ98742.T5 ,s Q7.8532.A63.K983 ,w 865.QJ74.JT5.Q42 ,6,3,0,4,17,450,7,2,4,3,4,9,900,3,13,6,10,12,12,0,7,3,1,1,13,6,10,12,12,0,7,3,1,1,1400,-1400
 n KT853.K9.AQ73.87 ,e A2.QT653.K2.QT93 ,s J9.AJ84.9854.KJ4 ,w Q764.72.JT6.A652 ,5,2,4,2,12,600,4,2,4,4,3,10,900,3,6,10,7,9,8,6,3,6,4,5,6,10,7,9,8,6,3,6,4,5,140,-140
 n AQ742.T82.Q3.AQ6 ,e JT5.K7.AK972.K75 ,s 98.AQJ963.JT5.JT ,w K63.54.864.98432 ,5,3,2,3,14,700,4,2,6,3,2,9,750,2,8,8,11,10,10,5,5,2,3,3,7,7,11,9,10,5,5,2,3,3,450,-450
 n AQJT954.Q8.QJ.J7 ,e K872.KJ4.K7.K986 ,s .A7652.93.AQT432 ,w 63.T93.AT86542.5 ,7,2,2,2,13,650,2,0,5,2,6,10,500,4,9,3,8,8,4,4,10,5,4,8,8,3,8,8,4,3,9,4,4,8,-130,130
 n AKJ9432.A7.8.Q94 ,e T75.9653.J5.KT82 ,s .KJT82.T9742.AJ3 ,w Q86.Q4.AKQ63.765 ,7,2,1,3,14,500,5,0,5,5,3,9,650,3,9,8,9,11,9,3,5,2,1,4,9,8,9,11,9,3,5,2,1,4,450,-450
 n KQJ763.KJ75.A94. ,e T4.T63.KJ6.QT843 ,s 5.AQ82.QT832.K52 ,w A982.94.75.AJ976 ,6,4,3,0,14,500,4,1,4,5,3,11,650,3,4,11,11,10,6,8,2,2,3,5,4,11,11,10,6,8,2,2,3,5,450,-450
 n QT963.3.KQ84.KQJ ,e AJ852.85.53.T985 ,s K.A9642.76.A7643 ,w 74.KQJT7.AJT92.2 ,5,1,4,3,13,550,2,1,5,2,5,11,650,5,10,6,7,7,7,3,7,6,5,5,10,6,7,7,7,3,7,6,5,6,130,-130
 n AQ876.Q6.87.AJ87 ,e T953.873.AK96.K2 ,s K4.KJT92.J43.Q95 ,w J2.A54.QT52.T643 ,5,2,2,4,13,700,4,2,5,3,3,10,800,2,8,5,8,8,7,5,8,4,5,5,8,5,7,8,7,5,8,4,5,5,100,-100
 n AKJ832..AQ.KQJ98 ,e 6.K9432.765432.6 ,s 54.AQ87.KJ9.5432 ,w QT97.JT65.T8.AT7 ,6,0,2,5,20,200,6,2,4,3,4,10,800,3,12,7,6,10,11,1,5,6,2,2,12,7,6,10,11,1,5,7,2,2,920,-920
 n Q8763.2.AK73.AQ2 ,e AT9.Q98543.J42.3 ,s .AJT6.Q86.KJT965 ,w KJ542.K7.T95.874 ,5,1,4,3,15,550,5,0,4,3,6,11,550,3,13,12,8,8,10,0,1,5,5,2,13,12,8,8,10,0,0,5,5,2,1440,-1440
 n Q5432.Q43.AQ8.K9 ,e J9.K6.T762.AQJ74 ,s K8.JT85.KJ.T8652 ,w AT76.A972.9543.3 ,5,3,3,2,13,700,3,2,4,2,5,8,800,2,6,4,6,5,5,7,9,7,7,8,5,4,6,5,5,7,9,7,7,8,-120,120
 n AK862.AT2.64.K53 ,e 74.J.AKT97.JT742 ,s QT.KQ9764.QJ832. ,w J953.853.5.AQ986 ,5,3,2,3,14,700,6,2,6,5,0,10,500,1,4,8,11,9,10,9,5,2,4,3,4,8,11,9,10,9,5,2,4,3,450,-450
 n AKQJ6..AJT5.K543 ,e T9873.J654.42.72 ,s 4.QT73.K873.QJT9 ,w 52.AK982.Q96.A86 ,5,0,4,4,18,350,6,1,4,4,4,8,750,1,12,12,6,9,9,1,1,7,3,3,12,12,6,10,10,1,1,7,3,3,920,-920
 n AKQT854.T3.976.A ,e J3.J5.JT532.Q985 ,s 76.K986.A84.KJT3 ,w 92.AQ742.KQ.7642 ,7,2,3,1,13,500,5,2,4,3,4,11,750,4,7,7,8,10,10,6,5,5,2,3,7,8,8,11,10,6,5,5,2,3,450,-450
 n A9876.Q983.T.AQT ,e 543.J.AKJ973.753 ,s J2.AT762.Q64.K42 ,w KQT.K54.852.J986 ,5,4,1,3,12,650,4,2,5,3,3,10,850,3,7,6,10,8,7,5,7,3,4,5,7,6,10,8,7,5,7,3,4,5,420,-420
 n KT432.AQ.J32.Q32 ,e QJ85.98.974.K954 ,s 76.6432.AQ5.AJT8 ,w A9.KJT75.KT86.76 ,5,2,3,3,12,800,3,2,4,3,4,11,750,4,9,8,7,9,9,4,5,4,4,4,9,8,9,9,9,4,5,4,4,4,400,-400
 n KJ654.J62.Q43.KQ ,e 82.AT4.52.AT9875 ,s A7.975.AT876.632 ,w QT93.KQ83.KJ9.J4 ,5,3,3,2,12,850,2,2,3,5,3,8,900,4,4,8,4,7,5,9,5,8,6,6,4,8,4,7,5,9,5,8,6,6,-100,100
 n AT642.Q8.KQT2.KQ ,e K7.KT5.753.T8543 ,s Q8.AJ9742.J984.6 ,w J953.63.A6.AJ972 ,5,2,4,2,16,600,4,2,6,4,1,8,800,2,5,11,10,9,8,8,2,2,4,3,5,10,10,9,8,8,2,2,4,3,420,-420
 n AKQJT97.J.A3.T74 ,e 65.QT3.J8542.A86 ,s 42.A754.KQ6.Q532 ,w 83.K9862.T97.KJ9 ,7,1,2,3,15,500,5,2,4,3,4,11,750,3,8,7,6,10,10,4,6,7,2,2,8,7,6,10,10,4,6,7,2,2,430,-430
 n KQT852..K4.AKQJ5 ,e 96.KT9643.A63.84 ,s J7.AJ52.QJT95.76 ,w A43.Q87.872.T932 ,6,0,2,5,18,200,5,2,4,5,2,9,800,2,11,10,7,11,9,2,2,6,2,2,11,10,7,11,9,2,2,6,2,2,450,-450
 n AKQT9.AQJT98.J.A ,e 73.75.AK7643.K65 ,s J5.K62.Q8.QJ8732 ,w 8642.43.T952.T94 ,5,6,1,1,21,150,7,2,3,2,6,9,800,1,10,6,12,12,7,2,6,0,1,1,10,6,12,12,7,2,6,0,1,1,980,-980
 n K8532.J732.A43.A ,e A4.KT98.KJ72.432 ,s Q9.A6.6.KJT98765 ,w JT76.Q54.QT985.Q ,5,4,3,1,12,700,5,2,2,1,8,10,550,3,11,4,6,7,10,2,9,6,5,2,11,4,6,7,10,2,9,6,5,1,300,-300
